,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
533,0.0,0.0,232977,0,0,0,0,0,2,0.0,0.0,0,Kell,0.0,431,False,Season long loan to Wigan Athletic,2023-07-28T08:27:42.691706Z,40,232977.jpg,0.0,Watts,0.1,False,,u,15,4,0,0,0,6715,248,0.0,0.0,Watts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,490.0,183.0,474.0,180.0,448.0,166.0,495.0,183.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,645.0,185.0,426.0,149.0,497.0,181.0,464.0,177.0,0.0,0.0
534,25.0,0.0,200089,0,0,-2,2,0,3,0.1,0.0,0,Joe,0.0,432,False,Lack of match fitness - 25% chance of playing,2023-08-06T23:30:05.992699Z,53,200089.jpg,0.0,Willock,0.1,False,,d,15,4,0,377,50,16863,189,0.0,0.0,Willock,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,704.0,301.0,704.0,301.0,700.0,299.0,704.0,301.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,145.0,93.0,689.0,294.0,705.0,301.0,441.0,143.0,0.0,0.0
535,100.0,50.0,75115,0,0,-2,2,0,4,2.8,1.4,1,Callum,2.3,433,False,,2023-09-28T03:30:09.763557Z,78,75115.jpg,3.6,Wilson,4.3,False,,a,15,4,25,255703,18868,708680,25400,0.3,3.2,Wilson,259,4,0,2,5,0,0,0,1,0,0,1,95,154.4,19.8,229.0,39.8,2,3.61,0.09,3.70,2.77,77.0,9.0,275.0,40.0,19.0,9.0,50.0,11.0,,,,,1.0,,1.25,0.0,0.03,1.28,0.96,1.74,15.0,6.0,145.0,20.0,92.0,15.0,82.0,15.0,0.69,0.69
536,,,104542,-1,1,-1,1,0,1,0.5,0.5,0,Loris,0.0,580,False,,,39,104542.jpg,0.0,Karius,0.2,False,,a,15,4,0,3063,485,8050,481,0.0,0.0,Karius,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,437.0,30.0,418.0,12.0,391.0,7.0,441.0,30.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,705.0,77.0,370.0,27.0,444.0,30.0,306.0,44.0,0.0,0.0
537,,,106618,0,0,-1,1,0,2,0.5,0.5,0,Paul,0.0,581,False,,,39,106618.jpg,0.0,Dummett,0.3,False,,a,15,4,0,21277,2146,13728,1531,0.0,0.0,Dummett,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,438.0,158.0,419.0,154.0,392.0,139.0,442.0,157.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,706.0,224.0,371.0,122.0,445.0,156.0,275.0,105.0,0.0,0.0
538,0.0,0.0,201666,0,0,-2,2,1,3,0.0,0.0,0,Harvey,0.3,603,False,Toe Injury - Expected back 30 Dec,2023-09-24T22:30:08.362792Z,63,201666.jpg,2.8,Barnes,1.3,False,,i,15,4,17,196904,87,418790,11744,0.0,2.7,Barnes,183,1,1,1,2,0,0,0,1,0,0,2,48,57.6,29.9,53.0,14.0,2,0.83,0.58,1.41,2.03,234.0,95.0,236.0,130.0,146.0,86.0,245.0,110.0,,,,,,,0.41,0.0,0.29,0.7,1.0,0.98,58.0,36.0,349.0,161.0,155.0,66.0,151.0,49.0,0.98,0.49
539,,,441191,0,0,-1,1,0,2,1.2,1.2,0,Tino,0.7,633,False,,,44,441191.jpg,1.0,Livramento,0.2,False,,a,15,4,3,6679,369,15814,873,0.2,0.7,Livramento,25,0,0,0,0,0,0,0,0,0,0,0,8,4.8,1.0,4.0,1.0,0,0.00,0.01,0.01,0.49,403.0,148.0,387.0,145.0,348.0,122.0,414.0,147.0,,,,,,,0.0,0.0,0.04,0.04,1.76,0.0,547.0,134.0,263.0,88.0,357.0,129.0,339.0,131.0,0.0,0.0
540,50.0,75.0,545477,0,0,-1,1,0,2,0.2,0.4,0,Alex,0.0,634,False,Knock - 50% chance of playing,2023-09-06T20:00:07.244866Z,39,545477.jpg,0.0,Murphy,0.3,False,,d,15,4,0,16726,587,25064,1046,0.0,0.0,A.Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,452.0,165.0,434.0,161.0,408.0,147.0,456.0,164.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,725.0,235.0,386.0,130.0,459.0,163.0,285.0,110.0,0.0,0.0
541,0.0,,547719,0,0,0,0,0,3,0.0,0.5,0,Lewis,0.0,635,False,Illness - Expected back 11 Nov,2023-10-20T11:00:09.986299Z,45,547719.jpg,0.0,Miley,0.0,False,,i,15,4,0,1376,117,1855,126,0.0,0.0,Miley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,653.0,261.0,649.0,262.0,641.0,261.0,658.0,265.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,464.0,263.0,619.0,241.0,657.0,264.0,562.0,211.0,0.0,0.0
542,25.0,25.0,437626,0,0,0,0,0,2,0.1,-0.1,0,Nuno,-0.3,23,False,Groin Injury - 25% chance of playing,2023-09-23T22:00:06.903992Z,40,437626.jpg,0.0,Varela Tavares,0.3,False,,d,16,17,0,19542,132,22564,1499,-0.1,0.0,Tavares,93,0,0,0,2,0,0,0,2,0,0,0,8,9.2,7.2,2.0,1.8,1,0.00,0.03,0.03,1.68,379.0,142.0,349.0,127.0,360.0,128.0,403.0,144.0,,,,,,,0.0,0.0,0.03,0.03,1.63,1.94,656.0,192.0,718.0,230.0,505.0,185.0,276.0,106.0,0.97,0.0
543,,,224068,1,-1,1,-1,0,1,3.8,3.3,6,Matt,3.3,28,False,,,41,224068.jpg,3.0,Turner,16.1,False,,a,16,17,24,697900,82191,412604,13463,0.8,5.9,Turner,720,0,0,2,10,0,0,0,1,0,25,0,143,155.4,0.0,0.0,15.5,8,0.00,0.00,0.00,10.78,73.0,14.0,514.0,58.0,491.0,53.0,219.0,15.0,,,,,,,0.0,3.12,0.0,0.0,1.35,1.25,599.0,34.0,73.0,10.0,129.0,14.0,26.0,4.0,1.0,0.25
544,100.0,100.0,532605,0,0,-1,1,0,3,0.5,0.0,0,Andrey,0.0,186,False,,2023-08-26T14:30:06.122359Z,44,532605.jpg,0.0,Nascimento dos Santos,0.1,False,,a,16,17,0,4869,191,10985,413,0.0,0.0,Andrey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,588.0,227.0,579.0,228.0,567.0,226.0,592.0,231.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,568.0,307.0,546.0,204.0,596.0,232.0,415.0,133.0,0.0,0.0
545,,,209046,0,0,-1,1,1,3,2.2,1.7,3,Callum,1.7,205,False,,,49,209046.jpg,3.8,Hudson-Odoi,0.3,False,,a,16,17,15,36618,4275,14047,2069,0.3,3.1,Hudson-Odoi,228,1,0,1,2,0,0,0,0,0,0,3,42,53.8,59.2,37.0,15.1,3,0.13,0.38,0.51,2.14,245.0,98.0,156.0,99.0,191.0,104.0,227.0,102.0,,,,,,,0.05,0.0,0.15,0.2,0.84,0.79,252.0,164.0,185.0,82.0,73.0,31.0,279.0,88.0,1.18,0.39
546,100.0,100.0,449434,0,0,0,0,0,3,1.8,1.3,1,Anthony,1.3,378,False,,2023-09-10T22:00:08.090730Z,50,449434.jpg,2.4,Elanga,0.8,False,,a,16,17,19,92126,4294,85756,5209,0.3,3.8,Elanga,293,1,1,0,2,0,0,0,0,0,0,1,64,90.0,57.5,123.0,27.2,2,0.67,0.95,1.62,4.28,169.0,64.0,159.0,100.0,55.0,33.0,108.0,59.0,,,,,,,0.21,0.0,0.29,0.5,1.31,0.61,206.0,131.0,210.0,99.0,183.0,75.0,188.0,60.0,0.61,0.0
547,0.0,0.0,461682,0,0,0,0,0,3,0.0,0.0,0,Brandon,0.0,434,False,Season long loan to Estoril,2023-08-10T13:50:23.263385Z,45,461682.jpg,0.0,Aguilera Zamora,0.0,False,,u,16,17,0,0,0,1018,21,0.0,0.0,B.Aguilera,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,625.0,243.0,622.0,244.0,613.0,243.0,630.0,247.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,426.0,239.0,588.0,221.0,631.0,247.0,695.0,288.0,0.0,0.0
548,,,48615,0,0,-1,1,0,3,0.5,0.0,0,Harry,0.0,435,False,,,44,48615.jpg,0.0,Arter,0.1,False,,a,16,17,0,2638,184,5343,282,0.0,0.0,Arter,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,538.0,199.0,526.0,200.0,508.0,196.0,542.0,203.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,473.0,267.0,486.0,175.0,546.0,204.0,474.0,160.0,0.0,0.0
549,50.0,100.0,80226,0,0,0,0,1,2,0.8,1.0,1,Serge,1.0,436,False,Knock - 50% chance of playing,2023-10-07T21:00:08.142985Z,45,80226.jpg,2.9,Aurier,1.6,False,,d,16,17,20,238678,1896,158913,17208,0.2,4.4,Aurier,531,0,2,1,9,0,0,0,2,0,0,3,95,111.2,59.8,28.0,19.9,7,0.05,0.33,0.38,8.64,133.0,52.0,152.0,37.0,216.0,59.0,169.0,51.0,,,,,,,0.01,0.0,0.06,0.07,1.46,1.53,350.0,50.0,228.0,74.0,144.0,49.0,140.0,57.0,1.19,0.17
550,0.0,100.0,210156,0,0,1,-1,0,4,0.0,1.0,0,Taiwo,1.0,437,False,Groin Injury - Expected back 05 Nov,2023-10-07T21:00:08.157229Z,66,210156.jpg,4.7,Awoniyi,3.9,False,,i,16,17,33,797465,1994,551222,175399,0.2,5.0,Awoniyi,487,3,2,1,8,0,0,0,1,0,0,3,122,152.2,102.5,121.0,37.5,6,2.40,0.38,2.78,7.23,81.0,10.0,77.0,6.0,60.0,23.0,60.0,13.0,,,,,,,0.44,0.0,0.07,0.51,1.34,1.48,45.0,16.0,251.0,35.0,38.0,7.0,85.0,16.0,1.11,0.18
551,0.0,0.0,437753,0,0,-1,1,0,2,0.0,0.0,0,Giulian,0.0,438,False,Permanent transfer to Olympiacos,2023-09-18T10:34:51.025619Z,39,437753.jpg,0.0,Biancone,0.1,False,,u,16,17,0,1479,0,7178,321,0.0,0.0,Biancone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,447.0,162.0,429.0,158.0,403.0,144.0,451.0,161.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,720.0,232.0,381.0,127.0,454.0,160.0,430.0,166.0,0.0,0.0
552,100.0,100.0,90585,0,0,0,0,1,2,3.5,3.0,6,Willy,3.0,439,False,,2023-09-19T09:00:09.368567Z,45,90585.jpg,3.9,Boly,0.7,False,,a,16,17,27,84960,15580,42384,2247,0.7,6.0,Boly,608,1,0,2,9,0,0,0,1,0,0,3,123,222.8,26.2,130.0,37.9,7,1.06,0.37,1.43,9.95,21.0,4.0,254.0,81.0,51.0,2.0,57.0,9.0,,,,,,,0.16,0.0,0.05,0.21,1.47,1.33,353.0,52.0,88.0,33.0,67.0,22.0,195.0,77.0,1.04,0.3
553,0.0,0.0,245830,0,0,0,0,0,3,0.0,0.0,0,Josh,0.0,440,False,Season long loan to Cardiff City,2023-08-04T09:38:29.203317Z,45,245830.jpg,0.0,Bowler,0.0,False,,u,16,17,0,0,0,310,8,0.0,0.0,Bowler,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,611.0,235.0,608.0,236.0,598.0,235.0,616.0,239.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,405.0,229.0,573.0,212.0,619.0,240.0,714.0,302.0,0.0,0.0
554,0.0,0.0,56917,0,0,0,0,0,2,0.0,0.0,0,Steve,0.0,441,False,Permanent transfer to QPR,2023-08-10T13:47:53.233734Z,45,56917.jpg,0.0,Cook,0.0,False,,u,16,17,0,0,0,2171,31,0.0,0.0,Cook,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,592.0,227.0,584.0,226.0,572.0,222.0,596.0,226.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,347.0,48.0,551.0,210.0,600.0,226.0,651.0,221.0,0.0,0.0
555,25.0,0.0,513046,0,0,-2,2,0,3,0.1,0.0,0,Danilo,0.0,442,False,Hamstring injury - 25% chance of playing,2023-08-31T17:30:08.232600Z,53,513046.jpg,1.8,dos Santos de Oliveira,0.1,False,,d,16,17,7,2010,14,10341,214,0.0,1.3,Danilo,285,0,0,0,6,0,0,0,0,0,0,0,30,20.0,25.6,12.0,5.9,4,0.12,0.08,0.20,4.48,337.0,147.0,256.0,137.0,290.0,150.0,324.0,148.0,,,,,,,0.04,0.0,0.03,0.07,1.41,1.89,152.0,97.0,692.0,296.0,256.0,117.0,484.0,165.0,1.26,0.0
556,0.0,0.0,230251,0,0,-2,2,0,4,0.0,0.0,0,Emmanuel,0.0,443,False,On loan to Istanbul Basaksehir,2023-09-18T10:38:41.886230Z,48,230251.jpg,0.0,Dennis,0.2,False,,u,16,17,0,6239,0,45586,1145,0.0,0.0,Dennis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,665.0,78.0,663.0,80.0,656.0,79.0,667.0,79.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,312.0,60.0,641.0,79.0,667.0,80.0,325.0,53.0,0.0,0.0
557,0.0,0.0,173399,0,0,0,0,0,2,0.0,0.0,0,Mohamed,0.0,444,False,Transferred to Basel,2023-08-28T07:58:11.676535Z,40,173399.jpg,0.0,Dräger,0.1,False,,u,16,17,0,796,0,8889,218,0.0,0.0,Dräger,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,473.0,171.0,457.0,168.0,431.0,154.0,478.0,171.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,626.0,171.0,409.0,137.0,480.0,169.0,457.0,174.0,0.0,0.0
558,25.0,100.0,116404,0,0,-1,1,0,2,0.1,0.0,0,Felipe Augusto,0.0,445,False,Knee injury - 25% chance of playing,2023-10-19T16:30:09.793915Z,44,116404.jpg,0.0,de Almeida Monteiro,0.0,False,,d,16,17,0,988,110,2416,132,0.0,0.0,Felipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,546.0,215.0,535.0,213.0,519.0,207.0,550.0,214.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,492.0,109.0,496.0,191.0,554.0,214.0,564.0,204.0,0.0,0.0
559,0.0,0.0,89076,0,0,-1,1,0,3,0.0,0.0,0,Remo,0.0,446,False,Season-long loan to Bologna,2023-09-03T20:10:13.581302Z,49,89076.jpg,0.0,Freuler,0.0,False,,u,16,17,0,105,0,1790,27,0.0,0.0,Freuler,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,670.0,274.0,668.0,274.0,661.0,271.0,672.0,275.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,225.0,145.0,647.0,260.0,672.0,274.0,637.0,256.0,0.0,0.0
560,,,222531,0,0,-2,2,0,3,2.2,1.7,3,Morgan,1.7,447,False,,,58,222531.jpg,2.8,Gibbs-White,1.6,False,,a,16,17,22,90274,10820,173070,7146,0.3,3.8,Gibbs-White,659,0,2,2,9,0,0,0,2,0,0,1,102,105.6,236.2,99.0,44.1,7,1.07,1.18,2.25,9.96,140.0,50.0,15.0,10.0,77.0,46.0,41.0,26.0,1.0,,1.0,,1.0,,0.15,0.0,0.16,0.31,1.36,1.23,80.0,49.0,193.0,89.0,154.0,65.0,141.0,42.0,0.96,0.27
561,100.0,100.0,20066,0,0,0,0,0,1,0.5,0.0,0,Wayne,0.0,448,False,,2023-08-06T23:30:06.047716Z,40,20066.jpg,0.0,Hennessey,0.2,False,,a,16,17,0,1750,277,10338,433,0.0,0.0,Hennessey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,454.0,39.0,436.0,22.0,410.0,17.0,458.0,39.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,601.0,36.0,388.0,36.0,461.0,39.0,314.0,46.0,0.0,0.0
562,,,168547,0,0,-1,1,0,1,0.5,0.0,0,Ethan,0.0,449,False,,,44,168547.jpg,0.0,Horvath,0.1,False,,a,16,17,0,1575,80,6318,216,0.0,0.0,Horvath,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,554.0,77.0,543.0,64.0,527.0,60.0,558.0,77.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,503.0,27.0,506.0,76.0,562.0,77.0,400.0,57.0,0.0,0.0
563,,,55037,-1,1,-2,2,0,3,1.2,0.7,1,Cheikhou,0.7,451,False,,,48,55037.jpg,0.8,Kouyaté,0.0,False,,a,16,17,5,464,42,1556,74,0.1,1.0,Kouyaté,59,0,0,0,1,0,0,0,1,0,0,0,19,23.8,12.2,4.0,4.0,0,0.07,0.03,0.10,2.41,322.0,138.0,326.0,169.0,350.0,175.0,353.0,162.0,,,,,,,0.11,0.0,0.05,0.16,3.68,1.53,287.0,186.0,275.0,124.0,414.0,197.0,580.0,219.0,0.0,0.0
564,0.0,0.0,221403,0,0,0,0,0,2,0.0,0.0,0,Richie,0.0,452,False,Loan to the end of the year with a permanent transfer in view,2023-08-04T09:37:12.198683Z,45,221403.jpg,0.0,Laryea,0.0,False,,u,16,17,0,0,0,463,5,0.0,0.0,Laryea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,604.0,230.0,600.0,229.0,590.0,226.0,608.0,229.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,388.0,75.0,566.0,216.0,612.0,229.0,706.0,233.0,0.0,0.0
565,100.0,100.0,179519,0,0,0,0,0,3,2.5,2.0,3,Orel,2.0,453,False,,2023-10-07T21:00:08.186421Z,50,179519.jpg,1.9,Mangala,0.0,False,,a,16,17,13,966,67,1911,144,0.4,2.6,Mangala,560,0,0,2,7,0,0,0,3,0,0,0,47,42.0,44.4,18.0,10.4,7,0.27,0.04,0.31,6.56,276.0,116.0,196.0,111.0,255.0,134.0,282.0,124.0,,,,,,,0.04,0.0,0.01,0.05,1.05,1.12,188.0,116.0,163.0,69.0,246.0,111.0,585.0,223.0,1.12,0.32
566,0.0,0.0,242885,0,0,0,0,0,2,0.0,0.0,0,Loïc,0.0,454,False,Season long to Almere City,2023-08-29T07:47:33.418642Z,40,242885.jpg,0.0,Mbe Soh,0.1,False,,u,16,17,0,589,0,6327,169,0.0,0.0,Mbe Soh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,493.0,184.0,477.0,181.0,452.0,168.0,498.0,184.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,649.0,187.0,429.0,150.0,500.0,182.0,472.0,181.0,0.0,0.0
567,100.0,100.0,168281,0,0,0,0,0,2,0.5,0.0,0,Scott,0.0,455,False,,2023-08-26T21:00:08.377652Z,45,168281.jpg,2.4,McKenna,0.1,False,,a,16,17,12,4843,268,7314,347,0.0,2.7,McKenna,416,0,0,1,6,0,0,0,0,0,0,1,64,89.0,32.4,17.0,13.8,5,0.21,0.17,0.38,5.64,173.0,69.0,226.0,65.0,262.0,79.0,247.0,84.0,,,,,,,0.05,0.0,0.04,0.09,1.22,1.3,365.0,59.0,556.0,212.0,179.0,61.0,414.0,160.0,1.08,0.22
568,0.0,0.0,244930,0,0,-1,1,0,3,0.0,0.0,0,Alex,0.0,456,False,Season-long loan to KV Kortrijk,2023-09-08T08:21:25.234986Z,44,244930.jpg,0.0,Mighten,0.0,False,,u,16,17,0,874,0,2856,93,0.0,0.0,Mighten,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,575.0,216.0,564.0,217.0,550.0,214.0,579.0,220.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,541.0,289.0,531.0,192.0,583.0,221.0,589.0,227.0,0.0,0.0
569,100.0,0.0,199170,0,0,0,0,0,2,0.2,0.0,0,Moussa,-0.3,457,False,,2023-10-01T19:30:08.979092Z,45,199170.jpg,0.2,Niakhaté,0.0,False,,a,16,17,1,1234,167,2225,107,-0.1,0.2,Niakhaté,179,0,0,0,4,0,0,0,0,1,0,0,18,24.0,5.4,0.0,2.9,2,0.00,0.04,0.04,5.39,321.0,124.0,355.0,129.0,586.0,225.0,376.0,134.0,,,,,,,0.0,0.0,0.02,0.02,2.71,2.01,375.0,65.0,720.0,232.0,436.0,153.0,518.0,196.0,1.01,0.0
570,0.0,0.0,243345,0,0,-1,1,0,3,0.0,0.0,0,Lewis,0.0,458,False,Season-long loan to Middlesbrough,2023-09-01T07:24:06.652254Z,49,243345.jpg,0.0,O'Brien,0.0,False,,u,16,17,0,68,0,1100,23,0.0,0.0,O'Brien,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,680.0,282.0,679.0,282.0,674.0,280.0,682.0,283.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,263.0,169.0,661.0,271.0,682.0,282.0,670.0,273.0,0.0,0.0
571,0.0,0.0,437476,0,0,0,0,0,3,0.0,0.0,0,Braian,0.0,459,False,Permanent transfer to Real Salt Lake,2023-08-04T09:39:04.512634Z,45,437476.jpg,0.0,Ojeda Rodríguez,0.0,False,,u,16,17,0,0,0,334,5,0.0,0.0,Ojeda,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,615.0,237.0,612.0,238.0,603.0,237.0,620.0,241.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,412.0,231.0,577.0,214.0,623.0,242.0,715.0,303.0,0.0,0.0
572,0.0,0.0,209035,0,0,0,0,0,2,0.0,0.0,0,Jonathan,0.0,460,False,Season-long loan to Cardiff City,2023-09-01T14:45:03.225842Z,40,209035.jpg,0.0,Panzo,0.1,False,,u,16,17,0,884,0,7855,280,0.0,0.0,Panzo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,481.0,178.0,465.0,175.0,439.0,161.0,486.0,178.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,635.0,179.0,417.0,144.0,488.0,176.0,442.0,171.0,0.0,0.0
573,0.0,0.0,204822,0,0,-1,1,0,2,0.0,0.0,0,Omar,0.0,461,False,Season-long loan to Olympiakos,2023-08-16T16:30:07.161960Z,44,204822.jpg,0.0,Richards,0.0,False,,u,16,17,0,88,0,3556,42,0.0,0.0,O.Richards,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,562.0,222.0,551.0,220.0,535.0,214.0,566.0,221.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,517.0,123.0,516.0,202.0,570.0,221.0,584.0,208.0,0.0,0.0
574,0.0,0.0,185253,0,0,0,0,0,3,0.0,0.0,0,Gustavo Henrique,0.0,462,False,Season long loan to Olympiacos,2023-08-21T08:31:03.509832Z,45,185253.jpg,0.0,Furtado Scarpa,0.0,False,,u,16,17,0,296,0,4813,72,0.0,0.0,G.Scarpa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,601.0,232.0,597.0,233.0,585.0,231.0,605.0,236.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,373.0,225.0,561.0,209.0,609.0,237.0,594.0,229.0,0.0,0.0
575,0.0,0.0,50232,0,0,-2,2,0,3,0.0,0.0,0,Jonjo,0.0,463,False,Season long loan to Çaykur Rizespor,2023-09-18T10:37:34.955618Z,48,50232.jpg,0.0,Shelvey,0.0,False,,u,16,17,0,290,0,2534,76,0.0,0.0,J.Shelvey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,661.0,267.0,658.0,268.0,650.0,265.0,664.0,269.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,285.0,185.0,632.0,249.0,664.0,268.0,608.0,236.0,0.0,0.0
576,0.0,0.0,217331,0,0,0,0,0,4,0.0,0.0,0,Sam,0.0,464,False,Joined Nashville SC on a permanent transfer,2023-07-26T11:30:33.401435Z,45,217331.jpg,0.0,Surridge,0.2,False,,u,16,17,0,0,0,23277,612,0.0,0.0,Surridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,602.0,59.0,598.0,62.0,588.0,60.0,606.0,60.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,384.0,65.0,564.0,59.0,610.0,63.0,350.0,55.0,0.0,0.0
577,,,114241,0,0,-1,1,0,2,3.8,3.3,6,Harry,3.3,465,False,,,44,114241.jpg,5.0,Toffolo,0.1,False,,a,16,17,10,2628,1924,2778,259,0.7,2.3,Toffolo,120,0,1,1,0,0,0,0,0,0,0,0,43,59.0,31.4,11.0,10.1,1,0.01,0.07,0.08,1.69,232.0,93.0,229.0,68.0,294.0,93.0,284.0,101.0,,,,,,,0.01,0.0,0.05,0.06,1.27,0.0,491.0,108.0,75.0,27.0,28.0,6.0,469.0,179.0,0.75,0.75
578,0.0,0.0,201440,0,0,-1,1,0,4,0.0,0.0,0,Hwang,0.0,466,False,Season-long loan to Norwich City,2023-09-03T20:12:47.865585Z,44,201440.jpg,0.0,Ui-jo,0.5,False,,u,16,17,0,22938,0,104894,2883,0.0,0.0,Ui-jo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,559.0,54.0,548.0,57.0,532.0,55.0,563.0,55.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,514.0,88.0,513.0,53.0,567.0,58.0,230.0,42.0,0.0,0.0
